Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
497,254907,125,24.00,2560,22.72
498,255233,309,55.01,2566,23.15
499,255351,390,82.70,2571,22.83
500,256228,92,21.32,2576,22.83
501,256285,60,17.43,2581,22.83
502,256478,615,227.36,2587,22.83
503,257693,71,19.06,2592,23.05
504,257951,85,20.67,2597,23.05
505,258308,154,27.02,2602,22.83
506,258513,135,24.92,2607,22.94
507,258835,67,18.51,2613,22.94
508,258882,56,16.76,2619,22.83
509,259141,79,20.03,2624,22.62
510,259203,71,19.06,2629,22.83
511,259513,121,23.66,2634,23.05
512,259841,261,45.09,2640,23.15
513,261157,99,21.91,2646,22.83
514,261509,56,16.76,2651,22.94
515,262631,184,31.36,2656,23.05
516,262640,83,20.46,2661,22.72
517,262824,78,19.92,2666,23.05
518,263129,419,97.20,2671,23.05
519,263265,94,21.50,2676,22.94
520,263848,49,15.48,2681,22.94
521,265320,408,90.57,2686,22.94
522,266145,112,22.94,2691,23.05
523,267105,269,46.58,2696,23.15
524,267593,93,21.41,2702,23.05
525,267709,88,20.96,2707,22.83
526,268918,50,15.67,2712,23.05
527,269101,510,148.47,2717,23.05
528,269546,166,28.62,2722,22.94
529,269891,71,19.06,2727,22.94
530,270970,107,22.55,2732,22.94
531,271249,108,22.63,2737,23.15
532,271287,71,19.06,2742,23.05
533,272344,240,41.21,2747,23.05
534,272377,185,31.51,2753,23.15
535,272615,103,22.23,2758,23.15
536,274016,67,18.51,2763,23.05
537,274208,71,19.06,2769,22.94
538,274907,140,25.42,2774,23.05
539,275649,62,17.75,2780,22.94
540,275816,575,187.30,2786,23.05
541,276357,49,15.48,2791,23.05
542,276732,57,16.93,2796,22.83
543,276905,140,25.42,2801,23.15
544,277002,238,40.82,2807,23.15
545,277978,271,46.93,2813,23.15
546,278120,483,132.60,2819,22.94
547,279524,71,19.06,2825,22.94
548,279788,199,33.86,2830,23.05
549,279949,102,22.15,2836,23.15
550,281209,51,15.86,2841,23.05
551,281558,57,16.93,2846,23.15
552,282161,89,21.05,2851,22.72
553,282432,195,33.17,2856,23.15
554,282793,88,20.96,2861,23.05
555,283096,280,48.67,2866,22.94
556,283746,56,16.76,2872,22.94
557,285441,131,24.54,2877,22.94
558,285883,53,16.22,2883,23.15
559,286419,227,38.83,2888,23.05
560,287410,63,17.91,2893,23.15
561,287425,56,16.76,2899,23.05
562,287460,63,17.91,2905,23.05
563,288543,51,15.86,2911,23.15
564,290274,519,154.30,2916,22.94
565,290355,281,48.90,2922,23.05
566,291408,149,26.42,2928,23.15
567,291432,252,43.42,2933,22.83
568,291446,159,27.66,2939,22.83
569,292381,490,139.21,2944,22.94
570,292942,71,19.06,2950,23.05
571,293009,179,30.55,2955,22.94
572,293547,60,17.43,2960,23.15
573,293597,268,46.26,2966,23.05
574,293638,50,15.67,2972,23.15
575,294979,110,22.78,2977,22.83
576,295529,53,16.22,2982,22.94
577,295648,60,17.43,2987,23.15
578,296045,63,17.91,2993,23.15
579,296185,76,19.69,2999,23.05
580,297075,56,16.76,3004,23.05
581,297668,152,26.78,3009,23.15
582,298500,89,21.05,3014,23.05
583,298819,83,20.46,3019,23.05
584,299328,88,20.96,3024,23.05
585,299931,56,16.76,3029,22.94
586,300404,67,18.51,3034,22.94
587,301189,79,20.03,3040,23.15
588,301389,240,41.21,3045,22.94
589,301708,211,35.96,3051,22.83
590,302665,62,17.75,3056,22.94
591,305319,569,185.56,3062,23.05
592,306188,89,21.05,3067,23.15
593,306210,59,17.27,3072,23.15
594,307365,85,20.67,3078,23.05
595,307786,62,17.75,3083,22.94
596,308564,357,68.97,3089,23.15
597,309138,50,15.67,3094,22.83
598,309524,97,21.75,3099,23.05
599,309767,63,17.91,3104,23.05
600,310894,108,22.63,3110,22.94
601,310929,113,23.02,3115,23.15
602,311250,224,38.29,3120,22.94
603,311312,71,19.06,3125,22.83
604,312768,216,36.85,3130,23.15
605,312982,90,21.14,3135,22.83
606,313046,70,18.93,3140,23.15
607,313479,56,16.76,3145,22.72
608,313688,216,36.85,3150,23.05
609,314027,88,20.96,3155,22.62
610,314089,61,17.60,3160,22.72
611,314117,120,23.58,3166,22.72
612,315183,198,33.69,3172,22.51
613,315547,238,40.82,3177,22.72
614,316304,332,61.17,3183,22.72
615,316499,79,20.03,3188,22.40
616,316746,255,43.96,3193,23.05
617,316779,748,436.69,3198,22.72
618,316801,280,48.67,3203,22.83
619,318117,51,15.86,3209,22.83
620,319617,224,38.29,3214,22.72
