Comp_date,Comp_time,Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],Temp[C]
1287,888964,89,21.05,6818,26.81,,
1288,889053,78,19.92,6823,26.38,,
1289,889615,217,37.04,6828,26.38,,
1290,889857,255,43.96,6833,26.7,,
1291,890220,390,82.7,6838,26.7,,
1292,890641,240,41.21,6843,26.7,,
1293,890708,307,54.48,6849,26.7,,
1294,891233,422,97.97,6855,26.81,,
1295,891995,88,20.96,6860,26.48,,
1296,892228,419,97.2,6865,26.91,,
1297,892995,94,21.5,6870,27.13,,
1298,893636,51,15.86,6875,26.59,,
1299,893983,568,189.84,6880,26.59,,
1300,894363,163,28.2,6886,26.7,,
1301,894585,396,85.28,6892,26.7,,
1302,894876,206,35.07,6897,26.7,,
1303,894971,224,38.29,6902,26.81,,
1304,895565,304,53.73,6908,26.59,,
1305,896354,61,17.6,6913,26.81,,
1306,896819,255,43.96,6919,26.7,,
1307,897810,472,125.87,6924,26.59,,
