Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
493,244582,67,18.51,2547,23.37
494,246509,56,16.76,2553,23.15
495,246827,69,18.79,2558,23.15
496,247368,121,23.66,2563,23.15
497,248112,345,64.98,2569,23.15
498,248769,220,37.58,2574,23.37
499,248891,473,126.29,2579,23.15
500,249323,126,24.09,2585,23.15
501,250353,76,19.69,2591,23.15
502,250452,49,15.48,2596,23.15
503,252626,85,20.67,2601,23.15
504,253314,71,19.06,2606,23.37
505,253413,110,22.78,2611,23.15
506,253878,368,72.93,2616,23.15
507,253972,135,24.92,2621,23.15
508,254626,583,201.26,2627,23.15
509,254910,66,18.36,2632,23.37
510,255042,60,17.43,2638,23.15
511,255101,255,43.96,2644,23.15
512,255163,177,30.25,2649,23.15
513,255404,49,15.48,2654,23.15
514,255804,57,16.93,2659,23.15
515,256908,121,23.66,2664,23.15
516,257019,51,15.86,2670,23.15
517,258123,414,93.93,2675,23.15
518,259269,51,15.86,2680,23.15
519,259775,57,16.93,2685,23.15
520,259978,120,23.58,2690,23.37
521,261269,345,64.98,2696,23.15
522,261298,487,132.65,2701,23.15
523,261383,179,30.55,2707,23.15
524,261695,158,27.53,2712,23.15
525,261796,184,31.36,2717,23.15
526,261943,478,129.43,2722,23.15
527,262097,88,20.96,2728,23.37
528,262805,117,23.34,2733,23.15
529,263876,192,32.67,2738,23.15
530,264906,435,104.92,2743,23.15
531,265524,403,88.99,2748,23.15
532,265691,88,20.96,2753,23.15
533,265798,89,21.05,2758,23.15
534,265951,83,20.46,2763,23.15
535,266348,56,16.76,2768,23.15
536,266740,96,21.67,2773,23.37
537,266769,60,17.43,2778,23.15
538,266844,207,35.26,2784,23.15
539,267055,57,16.93,2789,23.15
540,268053,135,24.92,2794,23.48
541,269278,395,84.48,2800,23.15
542,269285,85,20.67,2805,23.15
543,269532,88,20.96,2810,23.15
544,269706,243,41.74,2815,23.37
545,270091,71,19.06,2821,23.15
546,270759,277,48.09,2826,23.15
547,271202,89,21.05,2832,23.15
548,271214,195,33.17,2837,23.15
549,271369,184,31.36,2842,23.15
550,271457,271,46.93,2847,23.15
551,271584,63,17.91,2853,23.15
552,271594,81,20.25,2859,23.15
553,271853,77,19.81,2864,23.15
554,273266,179,30.55,2869,23.15
555,274441,63,17.91,2874,23.15
556,275089,284,49.41,2880,23.15
557,275453,505,145.23,2885,23.15
558,275988,103,22.23,2890,23.15
559,276483,147,26.19,2895,23.15
560,276672,121,23.66,2900,23.15
561,277603,124,23.92,2906,23.15
562,278359,71,19.06,2912,23.15
563,278904,90,21.14,2917,23.15
564,279715,271,46.93,2922,23.15
565,279993,240,41.21,2928,23.15
566,281123,143,25.74,2934,23.37
567,282203,67,18.51,2939,23.15
568,282900,543,164.77,2945,23.05
569,283717,110,22.78,2951,23.15
570,285213,112,22.94,2956,23.15
571,288034,70,18.93,2961,23.15
572,288187,240,41.21,2966,23.15
