Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
604,309229,56,16.76,3110,23.37
605,309714,63,17.91,3115,23.15
606,310761,101,22.08,3121,23.15
607,311003,56,16.76,3126,23.15
608,311434,291,50.97,3131,23.15
609,311619,49,15.48,3136,23.15
610,311652,58,17.10,3141,23.15
611,311664,89,21.05,3146,23.37
612,311702,312,55.68,3151,23.15
613,311957,480,130.21,3156,23.37
614,314266,331,60.51,3162,23.15
615,315287,126,24.09,3167,23.05
616,315598,51,15.86,3173,23.37
617,315714,48,15.29,3178,23.37
618,315928,49,15.48,3183,23.15
619,317433,504,143.61,3188,23.15
620,318432,127,24.18,3194,23.15
621,318784,389,81.58,3199,23.15
622,319011,377,76.28,3204,23.15
623,319544,255,43.96,3209,23.15
624,319662,444,109.09,3214,23.15
625,319771,67,18.51,3219,23.37
626,319941,103,22.23,3225,23.15
627,320001,90,21.14,3230,23.15
628,320526,131,24.54,3235,23.15
629,320699,63,17.91,3241,23.05
630,321319,88,20.96,3247,23.15
631,322036,396,85.28,3252,23.15
632,322435,376,76.43,3257,23.15
633,322456,83,20.46,3262,23.05
634,323174,188,32.01,3267,23.15
635,323478,115,23.18,3272,23.15
636,323542,481,129.57,3277,23.15
637,324076,127,24.18,3283,23.15
638,325722,90,21.14,3288,23.05
639,326799,235,40.29,3293,23.15
640,327701,60,17.43,3299,23.15
641,329101,376,76.43,3305,23.15
642,329351,76,19.69,3310,23.05
643,329540,76,19.69,3315,23.15
644,330127,63,17.91,3320,23.15
645,330148,121,23.66,3326,23.05
646,331039,71,19.06,3332,23.15
647,332536,103,22.23,3337,23.15
648,332928,83,20.46,3342,23.48
649,333215,259,44.69,3347,23.15
650,334674,56,16.76,3353,23.15
651,334846,79,20.03,3358,23.15
652,334952,300,52.79,3363,23.15
653,335063,120,23.58,3368,23.15
654,335185,280,48.67,3374,23.15
655,335239,49,15.48,3380,23.15
656,335406,56,16.76,3385,23.15
657,335664,95,21.58,3390,23.15
658,337240,174,29.79,3395,23.15
659,337397,51,15.86,3400,23.15
660,337589,54,16.41,3405,23.15
661,338220,56,16.76,3410,23.15
662,338689,56,16.76,3415,23.15
663,338935,179,30.55,3420,23.15
664,339587,76,19.69,3425,23.15
665,339727,222,37.96,3430,23.15
666,339764,62,17.75,3435,23.37
667,340684,103,22.23,3441,23.05
668,340776,353,67.64,3446,23.15
669,340838,504,143.61,3451,23.05
670,341376,220,37.58,3457,23.15
671,341519,335,61.77,3462,23.15
672,342044,366,72.41,3467,23.15
673,342234,56,16.76,3472,23.15
674,342403,481,129.57,3477,23.37
675,342979,71,19.06,3483,23.37
676,343055,115,23.18,3488,23.15
677,343337,440,109.25,3493,23.69
678,343505,227,38.83,3498,23.15
679,343832,319,57.64,3503,23.15
680,344202,103,22.23,3508,23.15
681,345807,121,23.66,3513,23.15
682,345981,504,143.61,3519,23.15
683,346481,316,56.81,3525,23.15
684,346856,78,19.92,3530,23.15
685,347458,103,22.23,3535,23.15
686,348241,76,19.69,3540,23.15
687,349067,63,17.91,3545,23.15
688,350186,57,16.93,3551,23.15
689,350271,444,109.09,3556,23.48
690,350366,49,15.48,3561,23.37
691,351002,69,18.79,3566,23.15
692,351616,63,17.91,3572,23.37
693,352130,94,21.50,3578,23.37
694,353544,51,15.86,3583,23.58
695,353594,63,17.91,3588,23.15
696,354381,99,21.91,3594,23.37
697,355502,339,62.98,3599,23.15
698,355514,399,87.30,3604,23.15
699,356055,68,18.65,3609,23.15
700,356586,295,51.75,3615,23.37
701,356688,263,45.37,3620,23.15
702,356722,83,20.46,3626,23.48
703,357029,57,16.93,3631,23.15
704,357347,167,28.76,3636,23.15
705,357388,373,75.04,3641,23.15
706,358808,591,188.65,3646,23.48
707,359354,312,55.68,3651,23.48
708,359736,112,22.94,3656,23.15
709,359920,56,16.76,3661,23.37
710,360135,59,17.27,3666,23.15
711,360627,56,16.76,3671,23.15
712,360983,69,18.79,3676,23.15
713,361857,60,17.43,3681,23.37
714,362806,61,17.60,3687,23.15
715,363095,294,51.51,3693,23.15
716,364390,67,18.51,3698,23.37
717,365590,108,22.63,3704,23.15
718,366478,56,16.76,3709,23.15
719,367838,113,23.02,3714,23.48
720,369056,280,48.67,3719,23.15
721,369157,290,50.82,3725,23.37
722,369230,79,20.03,3731,23.15
723,369860,71,19.06,3736,23.15
724,370805,255,43.96,3741,23.37
725,371184,71,19.06,3746,23.15
726,371195,51,15.86,3751,23.15
727,372245,249,42.85,3756,23.15
728,372441,96,21.67,3762,23.15
729,372580,120,23.58,3767,23.15
