Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
753,341344,125,24.00,3900,23.37
754,342005,57,16.93,3906,23.15
755,342760,78,19.92,3911,23.37
756,343401,98,21.83,3916,23.69
757,344583,399,87.30,3921,23.15
758,344675,71,19.06,3926,23.58
759,345213,176,30.09,3931,23.69
760,345853,85,20.67,3936,23.37
761,346195,60,17.43,3941,23.15
762,347666,63,17.91,3947,23.48
763,348471,76,19.69,3953,23.37
764,348548,71,19.06,3958,23.15
765,348850,71,19.06,3963,23.69
766,349626,83,20.46,3968,23.15
767,350546,403,88.99,3973,23.48
768,351268,106,22.47,3978,23.15
769,351584,62,17.75,3983,23.26
770,352618,121,23.66,3989,23.37
771,352708,98,21.83,3995,23.15
772,352744,61,17.60,4000,23.15
773,352854,71,19.06,4006,23.48
774,354688,56,16.76,4011,23.48
775,355204,112,22.94,4016,23.58
