Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
478,246469,135,24.92,2460,22.19
479,247036,99,21.91,2466,22.19
480,247214,77,19.81,2471,22.19
481,247525,207,35.26,2476,22.19
482,247715,57,16.93,2481,22.29
483,247955,63,17.91,2486,22.19
484,248441,85,20.67,2492,22.40
485,248799,155,27.15,2497,22.19
486,248835,60,17.43,2502,22.19
487,249698,94,21.50,2508,22.19
488,250177,143,25.74,2513,22.19
489,250881,131,24.54,2518,22.19
490,251632,88,20.96,2524,22.19
491,253151,62,17.75,2529,22.29
492,253576,319,57.64,2535,22.19
493,253839,304,53.73,2540,22.19
494,253898,74,19.44,2545,22.29
495,254558,286,49.78,2550,22.19
496,254645,56,16.76,2555,22.29
497,254865,69,18.79,2560,22.19
498,255616,85,20.67,2566,22.19
499,255739,76,19.69,2571,22.29
500,255816,286,49.78,2576,22.19
501,255951,156,27.28,2581,22.29
502,256547,229,39.22,2586,22.19
503,256820,103,22.23,2591,22.19
504,258217,159,27.66,2596,22.19
505,258849,63,17.91,2601,22.29
506,258903,110,22.78,2607,22.19
507,259208,71,19.06,2612,22.19
508,259950,67,18.51,2617,22.29
509,260325,230,39.39,2623,22.29
510,260730,384,80.08,2628,22.29
511,260794,76,19.69,2633,22.19
512,261004,79,20.03,2638,22.29
513,261313,92,21.32,2643,22.29
514,261450,127,24.18,2648,22.29
515,262351,57,16.93,2653,22.40
516,262424,71,19.06,2658,22.40
517,263926,368,72.93,2663,22.29
518,265019,329,59.91,2668,22.19
519,265032,120,23.58,2673,22.29
520,265747,108,22.63,2679,22.19
521,265953,71,19.06,2684,22.19
522,266101,60,17.43,2689,22.29
523,266963,56,16.76,2695,22.29
524,267011,99,21.91,2700,22.19
525,267176,63,17.91,2705,22.19
526,267566,348,65.64,2711,22.19
527,268284,238,40.82,2716,22.19
528,268393,476,129.76,2722,22.29
529,268408,327,59.28,2728,22.19
530,268966,318,57.28,2733,22.19
531,269338,76,19.69,2738,22.19
532,270109,440,109.25,2743,22.40
533,270243,79,20.03,2748,22.19
534,271248,668,291.28,2753,22.29
535,271499,69,18.79,2758,22.19
536,271975,71,19.06,2764,22.19
537,272288,63,17.91,2769,22.40
538,273271,399,87.30,2775,22.19
539,274415,57,16.93,2780,22.29
540,275051,71,19.06,2785,22.19
541,275143,115,23.18,2790,22.29
542,275296,51,15.86,2795,22.19
543,275534,319,57.64,2800,22.29
